"BROKEN","EPIC","FAILED","FEATURE","PASSED","SKIPPED","STORY","UNKNOWN"
"0","Сравнение данных","0","Сравнение данных в reports(user)pp1 с reports pp2","1","0","Сравнение данных в reports(user)pp1 с reports pp2","0"
